room_id,number_of_reviews,last_review,reviews_per_month,review_rate_number
32526068,81.0,1/16/2022,1.23,4.0
32526620,98.0,1/16/2022,1.54,4.0
32527172,95.0,1/16/2022,1.54,4.0
32527725,151.0,1/16/2022,2.54,3.0
32528277,142.0,1/16/2022,2.41,3.0
32528829,8.0,1/16/2022,0.14,4.0
32529382,135.0,1/16/2022,2.65,3.0
32529934,16.0,1/16/2022,5.58,3.0
32530486,4.0,1/16/2022,0.08,2.0
32531038,78.0,1/16/2022,1.61,2.0
32531591,94.0,1/16/2022,1.94,3.0
32532143,74.0,1/16/2022,1.6,2.0
32532695,6.0,1/16/2022,0.13,2.0
32533248,58.0,1/16/2022,1.27,4.0
32533800,56.0,1/16/2022,1.27,4.0
32534352,2.0,1/16/2022,0.28,2.0
32534905,20.0,1/16/2022,0.53,5.0
32535457,67.0,1/16/2022,1.66,3.0
32536009,4.0,1/16/2022,0.14,2.0
32536561,10.0,1/16/2022,0.28,2.0
32537114,22.0,1/16/2022,0.61,2.0
32537666,29.0,1/16/2022,0.85,3.0
32538218,7.0,1/16/2022,0.24,4.0
32538771,12.0,1/16/2022,0.36,3.0
32539323,45.0,1/16/2022,1.36,5.0
32539875,24.0,1/16/2022,0.87,5.0
32540428,27.0,1/16/2022,1.03,3.0
32540980,16.0,1/16/2022,0.54,4.0
32541532,50.0,1/16/2022,1.63,2.0
32542084,28.0,1/16/2022,0.99,5.0
32542637,9.0,1/16/2022,0.34,3.0
32543189,30.0,1/16/2022,1.11,5.0
32543741,13.0,1/16/2022,0.84,4.0
32544294,27.0,1/16/2022,1.11,2.0
32544846,34.0,1/16/2022,1.34,5.0
32545398,36.0,1/16/2022,1.39,4.0
32545951,35.0,1/16/2022,1.4,5.0
32546503,112.0,1/16/2022,4.42,2.0
32547055,15.0,1/16/2022,1.6,5.0
32547607,1.0,1/16/2022,0.61,2.0
32548160,16.0,1/16/2022,0.74,2.0
32548712,1.0,1/16/2022,0.61,4.0
32549264,43.0,1/16/2022,2.12,2.0
32549817,29.0,1/16/2022,1.71,3.0
32550369,5.0,1/16/2022,0.3,5.0
32550921,48.0,1/16/2022,3.12,3.0
32551474,6.0,1/16/2022,0.72,4.0
32552026,38.0,1/16/2022,2.4,3.0
32552578,23.0,1/16/2022,1.8,3.0
32553130,1.0,1/16/2022,0.61,3.0
32553683,60.0,1/16/2022,3.77,3.0
32554235,33.0,1/16/2022,2.14,2.0
32554787,83.0,1/16/2022,5.35,5.0
32555340,1.0,1/16/2022,0.61,2.0
32555892,5.0,1/16/2022,0.42,5.0
32556444,3.0,1/16/2022,0.26,2.0
32556997,12.0,1/16/2022,0.92,4.0
32557549,35.0,1/16/2022,2.64,5.0
32558101,6.0,1/16/2022,0.54,3.0
32558653,56.0,1/16/2022,4.39,2.0
32559206,33.0,1/16/2022,2.75,2.0
32559758,21.0,1/16/2022,1.89,5.0
32560310,23.0,1/16/2022,2.03,5.0
32560863,3.0,1/16/2022,0.31,2.0
32561415,22.0,1/16/2022,2.09,2.0
32561967,4.0,1/16/2022,0.43,4.0
32562520,5.0,1/16/2022,0.69,5.0
32563072,19.0,1/16/2022,2.08,5.0
32563624,20.0,1/16/2022,2.24,3.0
32564176,39.0,1/16/2022,4.3,2.0
32564729,7.0,1/16/2022,0.96,3.0
32565281,8.0,1/16/2022,1.04,3.0
32565833,17.0,1/16/2022,1.93,4.0
32566386,9.0,1/16/2022,1.19,4.0
32566938,19.0,1/16/2022,3.2,4.0
32567490,12.0,1/16/2022,1.66,2.0
32568043,12.0,1/16/2022,1.9,3.0
32568595,11.0,1/16/2022,1.47,4.0
32569147,19.0,1/16/2022,3.11,4.0
32569699,9.0,1/16/2022,1.47,2.0
32570252,2.0,1/16/2022,0.43,2.0
32570804,7.0,1/16/2022,1.3,3.0
32571356,18.0,1/16/2022,3.33,3.0
32571909,6.0,1/16/2022,1.61,5.0
32572461,11.0,1/16/2022,2.75,4.0
32573013,11.0,1/16/2022,2.64,4.0
32573566,1.0,1/16/2022,0.61,5.0
32574118,1.0,1/16/2022,0.4,4.0
32574670,3.0,1/16/2022,0.97,5.0
32575222,6.0,1/16/2022,1.73,3.0
32575775,5.0,1/16/2022,1.42,3.0
32576327,2.0,1/16/2022,0.73,4.0
32576879,1.0,1/16/2022,0.61,5.0
32577432,5.0,1/16/2022,2.03,3.0
32577984,1.0,1/16/2022,0.61,4.0
32578536,2.0,1/16/2022,0.67,3.0
32579089,1.0,1/16/2022,0.4,4.0
32579641,4.0,1/16/2022,1.58,2.0
32580193,1.0,1/16/2022,0.61,5.0
32580745,1.0,1/16/2022,0.61,4.0
32581298,1.0,1/16/2022,0.61,4.0
32581850,1.0,1/16/2022,0.61,2.0
32582402,258.0,1/15/2022,2.03,4.0
32582955,7.0,1/15/2022,0.07,5.0
32583507,63.0,1/15/2022,0.53,4.0
32584059,77.0,1/15/2022,0.65,2.0
32584612,20.0,1/15/2022,0.28,2.0
32585164,172.0,1/15/2022,1.59,5.0
32585716,57.0,1/15/2022,0.54,3.0
32586268,164.0,1/15/2022,1.53,5.0
32586821,98.0,1/15/2022,1.11,5.0
32587373,33.0,1/15/2022,0.35,3.0
32587925,16.0,1/15/2022,0.21,2.0
32588478,83.0,1/15/2022,0.95,5.0
32589030,6.0,1/15/2022,0.16,2.0
32589582,30.0,1/15/2022,0.37,5.0
32590135,105.0,1/15/2022,1.25,3.0
32590687,141.0,1/15/2022,1.75,2.0
32591239,56.0,1/15/2022,0.96,3.0
32591791,7.0,1/15/2022,0.1,3.0
32592344,17.0,1/15/2022,0.3,2.0
32592896,233.0,1/15/2022,3.41,5.0
32593448,8.0,1/15/2022,0.12,3.0
32594001,15.0,1/15/2022,0.21,4.0
32594553,102.0,1/15/2022,1.6,3.0
32595105,6.0,1/15/2022,0.09,2.0
32595658,18.0,1/15/2022,0.28,2.0
32596210,13.0,1/15/2022,0.22,4.0
32596762,51.0,1/15/2022,0.86,3.0
32597314,30.0,1/15/2022,0.5,4.0
32597867,99.0,1/15/2022,1.73,3.0
32598419,138.0,1/15/2022,2.45,2.0
32598971,73.0,1/15/2022,1.25,3.0
32599524,20.0,1/15/2022,0.46,5.0
32600076,66.0,1/15/2022,1.22,4.0
32600628,9.0,1/15/2022,0.75,3.0
32601181,34.0,1/15/2022,0.88,4.0
32601733,6.0,1/15/2022,0.13,5.0
32602285,5.0,1/15/2022,0.5,5.0
32602837,3.0,1/15/2022,0.42,3.0
32603390,72.0,1/15/2022,1.64,2.0
32603942,4.0,1/15/2022,0.1,5.0
32604494,71.0,1/15/2022,1.79,2.0
32605047,33.0,1/15/2022,0.91,4.0
32605599,55.0,1/15/2022,1.65,3.0
32606151,6.0,1/15/2022,0.18,4.0
32606704,50.0,1/15/2022,1.89,2.0
32607256,41.0,1/15/2022,1.37,4.0
32607808,13.0,1/15/2022,0.42,5.0
32608360,10.0,1/15/2022,0.34,2.0
32608913,6.0,1/15/2022,0.19,4.0
32609465,35.0,1/15/2022,1.2,4.0
32610017,7.0,1/15/2022,0.26,5.0
32610570,84.0,1/15/2022,3.08,3.0
32611122,15.0,1/15/2022,0.53,4.0
32611674,11.0,1/15/2022,0.4,5.0
32612227,47.0,1/15/2022,2.37,5.0
32612779,8.0,1/15/2022,0.29,5.0
32613331,6.0,1/15/2022,0.37,3.0
32613883,62.0,1/15/2022,2.28,3.0
32614436,3.0,1/15/2022,0.43,5.0
32614988,1.0,1/15/2022,0.6,3.0
32615540,1.0,1/15/2022,0.6,3.0
32616093,2.0,1/15/2022,0.09,3.0
32616645,33.0,1/15/2022,1.85,2.0
32617197,16.0,1/15/2022,0.8,3.0
32617750,2.0,1/15/2022,0.29,4.0
32618302,2.0,1/15/2022,0.13,3.0
32618854,46.0,1/15/2022,2.48,2.0
32619406,14.0,1/15/2022,0.76,4.0
32619959,2.0,1/15/2022,0.14,4.0
32620511,45.0,1/15/2022,2.73,2.0
32621063,33.0,1/15/2022,2.14,5.0
32621616,28.0,1/15/2022,1.83,4.0
32622168,2.0,1/15/2022,0.3,2.0
32622720,1.0,1/15/2022,0.6,5.0
32623273,18.0,1/15/2022,1.41,5.0
32623825,3.0,1/15/2022,0.32,3.0
32624377,5.0,1/15/2022,0.49,5.0
32624929,2.0,1/15/2022,0.39,2.0
32625482,4.0,1/15/2022,0.34,5.0
32626034,3.0,1/15/2022,0.44,2.0
32626586,4.0,1/15/2022,0.35,5.0
32627139,2.0,1/15/2022,0.19,5.0
32627691,6.0,1/15/2022,0.6,4.0
32628243,3.0,1/15/2022,0.54,3.0
32628796,3.0,1/15/2022,0.36,5.0
32629348,17.0,1/15/2022,1.88,5.0
32629900,2.0,1/15/2022,0.3,4.0
32630452,6.0,1/15/2022,0.67,5.0
32631005,2.0,1/15/2022,0.5,5.0
32631557,1.0,1/15/2022,0.6,2.0
32632109,3.0,1/15/2022,0.43,3.0
32632662,1.0,1/15/2022,0.6,4.0
32633214,9.0,1/15/2022,1.07,2.0
32633766,2.0,1/15/2022,0.65,2.0
32634319,1.0,1/15/2022,0.6,3.0
32634871,21.0,1/15/2022,3.39,4.0
32635423,2.0,1/15/2022,0.72,2.0
32635975,7.0,1/15/2022,1.48,5.0
32636528,16.0,1/15/2022,2.76,4.0
32637080,3.0,1/15/2022,0.67,2.0
32637632,7.0,1/15/2022,1.88,5.0
32638185,1.0,1/15/2022,0.6,4.0
32638737,1.0,1/15/2022,0.6,2.0
32639289,1.0,1/15/2022,0.6,3.0
32639842,1.0,1/15/2022,0.6,4.0
32640394,4.0,1/15/2022,1.71,4.0
32640946,1.0,1/15/2022,0.6,2.0
32641498,1.0,1/15/2022,0.39,5.0
32642051,1.0,1/15/2022,0.6,5.0
32642603,29.0,1/14/2022,0.28,5.0
32643155,2.0,1/14/2022,0.01,2.0
32643708,57.0,1/14/2022,0.45,3.0
32644260,19.0,1/14/2022,0.36,5.0
32644812,35.0,1/14/2022,0.39,3.0
32645365,13.0,1/14/2022,0.15,4.0
32645917,18.0,1/14/2022,0.22,2.0
32646469,80.0,1/14/2022,1.47,3.0
32647021,118.0,1/14/2022,1.49,2.0
32647574,26.0,1/14/2022,0.33,5.0
32648126,233.0,1/14/2022,3.0,2.0
32648678,10.0,1/14/2022,0.15,3.0
32649231,90.0,1/14/2022,1.51,2.0
32649783,6.0,1/14/2022,0.28,5.0
32650335,6.0,1/14/2022,0.1,5.0
32650888,7.0,1/14/2022,0.12,4.0
32651440,185.0,1/14/2022,2.93,5.0
32651992,103.0,1/14/2022,1.67,3.0
32652544,10.0,1/14/2022,0.18,3.0
32653097,62.0,1/14/2022,1.19,5.0
32653649,13.0,1/14/2022,0.28,5.0
32654201,8.0,1/14/2022,0.19,5.0
32654754,48.0,1/14/2022,1.0,3.0
32655306,80.0,1/14/2022,1.75,5.0
32655858,91.0,1/14/2022,2.12,4.0
32656411,3.0,1/14/2022,0.16,5.0
32656963,89.0,1/14/2022,2.67,4.0
32657515,25.0,1/14/2022,0.74,3.0
32658067,11.0,1/14/2022,0.42,5.0
32658620,5.0,1/14/2022,0.15,5.0
32659172,9.0,1/14/2022,0.28,2.0
32659724,53.0,1/14/2022,1.87,2.0
32660277,23.0,1/14/2022,0.87,5.0
32660829,54.0,1/14/2022,2.17,4.0
32661381,22.0,1/14/2022,1.04,
32661934,6.0,1/14/2022,0.55,
32662486,30.0,1/14/2022,1.48,
32663038,9.0,1/14/2022,1.1,
32663590,6.0,1/14/2022,0.34,
32664143,14.0,1/14/2022,1.88,
32664695,4.0,1/14/2022,0.55,
32665247,37.0,1/14/2022,3.23,
32665800,2.0,1/14/2022,0.95,3.0
32666352,4.0,1/14/2022,0.52,3.0
32666904,13.0,1/14/2022,1.88,2.0
32667457,14.0,1/14/2022,1.79,4.0
32668009,26.0,1/14/2022,3.48,4.0
32668561,27.0,1/14/2022,4.31,4.0
32669113,14.0,1/14/2022,2.22,4.0
32669666,11.0,1/14/2022,1.86,4.0
32670218,9.0,1/14/2022,1.84,5.0
32670770,1.0,1/14/2022,0.59,2.0
32671323,9.0,1/14/2022,2.05,3.0
32671875,1.0,1/14/2022,0.59,4.0
32672427,1.0,1/14/2022,0.59,5.0
32672980,5.0,1/14/2022,1.81,4.0
32673532,1.0,1/14/2022,0.59,4.0
32674084,1.0,1/14/2022,0.59,5.0
32674636,34.0,1/13/2022,0.27,2.0
32675189,29.0,1/13/2022,0.35,5.0
32675741,218.0,1/13/2022,2.41,2.0
32676293,177.0,1/13/2022,2.51,5.0
32676846,5.0,1/13/2022,0.07,4.0
32677398,37.0,1/13/2022,0.45,4.0
32677950,30.0,1/13/2022,0.38,3.0
32678503,111.0,1/13/2022,1.46,3.0
32679055,140.0,1/13/2022,1.92,3.0
32679607,194.0,1/13/2022,2.71,4.0
32680159,38.0,1/13/2022,0.53,5.0
32680712,71.0,1/13/2022,1.03,5.0
32681264,185.0,1/13/2022,2.84,5.0
32681816,74.0,1/13/2022,1.17,2.0
32682369,112.0,1/13/2022,1.91,2.0
32682921,121.0,1/13/2022,2.05,2.0
32683473,5.0,1/13/2022,0.12,3.0
32684026,197.0,1/13/2022,3.64,5.0
32684578,164.0,1/13/2022,3.32,4.0
32685130,42.0,1/13/2022,0.92,3.0
32685682,69.0,1/13/2022,1.66,5.0
32686235,10.0,1/13/2022,0.26,2.0
32686787,69.0,1/13/2022,1.92,3.0
32687339,1.0,1/13/2022,0.58,5.0
32687892,30.0,1/13/2022,0.84,4.0
32688444,26.0,1/13/2022,0.86,4.0
32688996,10.0,1/13/2022,0.35,4.0
32689549,7.0,1/13/2022,0.26,2.0
32690101,34.0,1/13/2022,1.28,5.0
32690653,6.0,1/13/2022,0.23,4.0
32691205,15.0,1/13/2022,0.57,3.0
32691758,6.0,1/13/2022,0.38,3.0
32692310,2.0,1/13/2022,0.12,2.0
32692862,21.0,1/13/2022,1.22,4.0
32693415,33.0,1/13/2022,1.99,2.0
32693967,6.0,1/13/2022,0.83,5.0
32694519,9.0,1/13/2022,1.17,4.0
32695072,36.0,1/13/2022,3.0,5.0
32695624,3.0,1/13/2022,0.51,2.0
32696176,1.0,1/13/2022,0.38,2.0
32696728,16.0,1/13/2022,1.67,5.0
32697281,15.0,1/13/2022,1.61,4.0
32697833,8.0,1/13/2022,1.06,4.0
32698385,11.0,1/13/2022,1.5,2.0
32698938,24.0,1/13/2022,3.32,3.0
32699490,27.0,1/13/2022,3.6,3.0
32700042,4.0,1/13/2022,0.72,3.0
32700595,8.0,1/13/2022,1.66,2.0
32701147,1.0,1/13/2022,0.58,5.0
32701699,2.0,1/13/2022,0.58,5.0
32702251,1.0,1/13/2022,0.58,3.0
32702804,10.0,1/13/2022,2.5,3.0
32703356,1.0,1/13/2022,0.38,3.0
32703908,4.0,1/13/2022,1.28,2.0
32704461,3.0,1/13/2022,0.92,2.0
32705013,1.0,1/13/2022,0.58,5.0
32705565,3.0,1/13/2022,1.18,3.0
32706118,2.0,1/13/2022,0.86,5.0
32706670,1.0,1/13/2022,0.58,3.0
32707222,3.0,1/13/2022,1.61,5.0
32707774,23.0,1/12/2022,0.18,2.0
32708327,61.0,1/12/2022,0.57,3.0
32708879,152.0,1/12/2022,1.59,5.0
32709431,89.0,1/12/2022,1.0,4.0
32709984,84.0,1/12/2022,0.95,5.0
32710536,41.0,1/12/2022,0.5,3.0
32711088,91.0,1/12/2022,1.27,5.0
32711641,19.0,1/12/2022,0.4,2.0
32712193,37.0,1/12/2022,0.57,2.0
32712745,104.0,1/12/2022,1.56,3.0
32713297,29.0,1/12/2022,0.63,4.0
32713850,203.0,1/12/2022,3.48,2.0
32714402,31.0,1/12/2022,0.6,5.0
32714954,4.0,1/12/2022,0.1,2.0
32715507,89.0,1/12/2022,2.03,5.0
32716059,1.0,1/12/2022,0.38,2.0
32716611,1.0,1/12/2022,0.57,5.0
32717164,4.0,1/12/2022,0.16,3.0
32717716,8.0,1/12/2022,0.44,5.0
32718268,52.0,1/12/2022,1.78,2.0
32718820,12.0,1/12/2022,0.45,3.0
32719373,27.0,1/12/2022,1.1,5.0
32719925,4.0,1/12/2022,0.23,3.0
32720477,6.0,1/12/2022,0.38,4.0
32721030,16.0,1/12/2022,1.47,3.0
32721582,2.0,1/12/2022,0.21,4.0
32722134,4.0,1/12/2022,0.62,5.0
32722687,28.0,1/12/2022,2.67,3.0
32723239,18.0,1/12/2022,2.34,2.0
32723791,10.0,1/12/2022,2.07,4.0
32724343,5.0,1/12/2022,1.35,2.0
32724896,6.0,1/12/2022,1.84,4.0
32725448,6.0,1/12/2022,1.43,2.0
32726000,8.0,1/12/2022,2.38,2.0
32726553,16.0,1/12/2022,4.03,2.0
32727105,3.0,1/12/2022,0.8,4.0
32727657,1.0,1/12/2022,0.57,3.0
32728210,2.0,1/12/2022,0.97,4.0
32728762,1.0,1/12/2022,0.57,5.0
32729314,1.0,1/12/2022,0.57,5.0
32729866,3.0,1/12/2022,1.5,5.0
32730419,1.0,1/12/2022,0.57,2.0
32730971,1.0,1/12/2022,0.57,4.0
32731523,1.0,1/12/2022,0.57,5.0
32732076,2.0,1/12/2022,0.95,4.0
32732628,88.0,1/11/2022,0.85,3.0
32733180,19.0,1/11/2022,0.25,5.0
32733733,24.0,1/11/2022,0.35,4.0
32734285,148.0,1/11/2022,1.9,5.0
32734837,16.0,1/11/2022,0.23,4.0
32735389,30.0,1/11/2022,0.42,3.0
32735942,159.0,1/11/2022,2.37,3.0
32736494,11.0,1/11/2022,0.24,2.0
32737046,258.0,1/11/2022,4.91,5.0
32737599,4.0,1/11/2022,0.56,5.0
32738151,199.0,1/11/2022,4.39,3.0
32738703,10.0,1/11/2022,0.25,5.0
32739256,11.0,1/11/2022,0.27,5.0
32739808,10.0,1/11/2022,2.17,3.0
32740360,65.0,1/11/2022,1.89,5.0
32740912,6.0,1/11/2022,0.17,4.0
32741465,7.0,1/11/2022,0.21,5.0
32742017,16.0,1/11/2022,1.47,3.0
32742569,99.0,1/11/2022,2.89,2.0
32743122,13.0,1/11/2022,0.38,5.0
32743674,98.0,1/11/2022,3.15,5.0
32744226,10.0,1/11/2022,0.33,5.0
32744779,78.0,1/11/2022,2.59,3.0
32745331,11.0,1/11/2022,0.4,2.0
32745883,3.0,1/11/2022,0.68,2.0
32746435,6.0,1/11/2022,0.23,2.0
32746988,68.0,1/11/2022,2.57,3.0
32747540,5.0,1/11/2022,0.26,5.0
32748092,4.0,1/11/2022,0.18,4.0
32748645,4.0,1/11/2022,0.19,2.0
32749197,3.0,1/11/2022,0.14,5.0
32749749,30.0,1/11/2022,1.73,2.0
32750302,7.0,1/11/2022,0.53,4.0
32750854,3.0,1/11/2022,0.23,2.0
32751406,4.0,1/11/2022,0.36,3.0
32751958,6.0,1/11/2022,0.61,5.0
32752511,2.0,1/11/2022,0.63,2.0
32753063,1.0,1/11/2022,0.56,2.0
32753615,9.0,1/11/2022,1.53,2.0
32754168,4.0,1/11/2022,0.67,2.0
32754720,2.0,1/11/2022,0.85,2.0
32755272,5.0,1/11/2022,1.46,5.0
32755825,5.0,1/11/2022,1.92,2.0
32756377,4.0,1/11/2022,1.33,5.0
32756929,3.0,1/11/2022,1.15,2.0
32757481,2.0,1/11/2022,0.95,3.0
32758034,1.0,1/11/2022,0.56,3.0
32758586,2.0,1/11/2022,0.95,3.0
32759138,1.0,1/11/2022,0.56,3.0
32759691,1.0,1/11/2022,0.56,3.0
32760243,287.0,1/10/2022,2.36,3.0
32760795,81.0,1/10/2022,0.75,5.0
32761348,270.0,1/10/2022,2.8,4.0
32761900,319.0,1/10/2022,3.51,4.0
32762452,41.0,1/10/2022,0.49,3.0
32763004,15.0,1/10/2022,0.2,2.0
32763557,65.0,1/10/2022,0.83,3.0
32764109,263.0,1/10/2022,3.43,4.0
32764661,33.0,1/10/2022,0.52,4.0
32765214,30.0,1/10/2022,0.67,5.0
32765766,20.0,1/10/2022,0.31,3.0
32766318,151.0,1/10/2022,2.28,3.0
32766871,102.0,1/10/2022,1.65,3.0
32767423,11.0,1/10/2022,0.2,3.0
32767975,77.0,1/10/2022,1.38,2.0
32768527,58.0,1/10/2022,1.11,3.0
32769080,17.0,1/10/2022,0.32,2.0
32769632,57.0,1/10/2022,1.15,2.0
32770184,54.0,1/10/2022,1.25,3.0
32770737,51.0,1/10/2022,1.07,2.0
32771289,52.0,1/10/2022,1.15,3.0
32771841,169.0,1/10/2022,3.89,5.0
32772394,15.0,1/10/2022,1.65,5.0
32772946,15.0,1/10/2022,0.38,2.0
32773498,19.0,1/10/2022,0.51,3.0
32774050,62.0,1/10/2022,1.67,3.0
32774603,95.0,1/10/2022,2.54,5.0
32775155,14.0,1/10/2022,0.37,3.0
32775707,57.0,1/10/2022,1.54,5.0
32776260,738.0,1/10/2022,24.49,3.0
32776812,30.0,1/10/2022,3.47,3.0
32777364,12.0,1/10/2022,0.4,5.0
32777917,78.0,1/10/2022,2.61,3.0
32778469,10.0,1/10/2022,0.36,4.0
32779021,3.0,1/10/2022,0.52,3.0
32779573,20.0,1/10/2022,0.98,5.0
32780126,43.0,1/10/2022,1.72,5.0
32780678,13.0,1/10/2022,0.67,5.0
32781230,16.0,1/10/2022,0.79,4.0
32781783,10.0,1/10/2022,0.57,5.0
32782335,1.0,1/10/2022,0.37,2.0
32782887,18.0,1/10/2022,1.07,5.0
32783440,7.0,1/10/2022,0.44,4.0
32783992,2.0,1/10/2022,0.21,4.0
32784544,12.0,1/10/2022,0.76,5.0
32785096,2.0,1/10/2022,0.18,2.0
32785649,13.0,1/10/2022,1.27,3.0
32786201,11.0,1/10/2022,0.95,2.0
32786753,14.0,1/10/2022,1.38,3.0
32787306,19.0,1/10/2022,2.02,5.0
32787858,1.0,1/10/2022,0.55,4.0
32788410,8.0,1/10/2022,2.29,2.0
32788963,16.0,1/10/2022,1.79,4.0
32789515,1.0,1/10/2022,0.55,2.0
32790067,3.0,1/10/2022,0.39,2.0
32790619,7.0,1/10/2022,0.87,3.0
32791172,6.0,1/10/2022,0.76,4.0
32791724,22.0,1/10/2022,3.25,5.0
32792276,27.0,1/10/2022,3.99,2.0
32792829,22.0,1/10/2022,3.24,4.0
32793381,12.0,1/10/2022,1.87,4.0
32793933,12.0,1/10/2022,2.13,4.0
32794486,13.0,1/10/2022,2.52,3.0
32795038,1.0,1/10/2022,0.55,2.0
32795590,2.0,1/10/2022,0.63,2.0
32796142,1.0,1/10/2022,0.37,4.0
32796695,1.0,1/10/2022,0.55,5.0
32797247,3.0,1/10/2022,0.91,2.0
32797799,1.0,1/10/2022,0.55,2.0
32798352,1.0,1/10/2022,0.37,2.0
32798904,1.0,1/10/2022,0.55,5.0
32799456,4.0,1/10/2022,1.58,5.0
32800009,2.0,1/10/2022,1.0,3.0
32800561,1.0,1/10/2022,0.55,2.0
32801113,3.0,1/10/2022,1.34,3.0
32801665,2.0,1/10/2022,0.88,4.0
32802218,1.0,1/10/2022,0.55,2.0
32802770,1.0,1/10/2022,0.55,2.0
32803322,25.0,1/9/2022,0.18,2.0
32803875,233.0,1/9/2022,1.78,3.0
32804427,119.0,1/9/2022,0.94,2.0
32804979,24.0,1/9/2022,0.25,5.0
32805532,264.0,1/9/2022,2.36,2.0
32806084,138.0,1/9/2022,1.32,5.0
32806636,36.0,1/9/2022,0.37,2.0
32807188,150.0,1/9/2022,1.7,2.0
32807741,22.0,1/9/2022,0.25,4.0
32808293,33.0,1/9/2022,0.39,5.0
32808845,65.0,1/9/2022,0.81,2.0
32809398,71.0,1/9/2022,0.93,3.0
32809950,14.0,1/9/2022,0.17,5.0
32810502,225.0,1/9/2022,3.03,5.0
32811055,24.0,1/9/2022,0.35,3.0
32811607,150.0,1/9/2022,2.38,2.0
32812159,98.0,1/9/2022,1.43,3.0
32812711,20.0,1/9/2022,0.29,5.0
32813264,22.0,1/9/2022,0.37,5.0
32813816,14.0,1/9/2022,0.22,3.0
32814368,185.0,1/9/2022,3.11,4.0
32814921,17.0,1/9/2022,1.98,5.0
32815473,110.0,1/9/2022,1.88,3.0
32816025,9.0,1/9/2022,0.18,5.0
32816578,97.0,1/9/2022,1.91,3.0
32817130,3.0,1/9/2022,0.43,2.0
32817682,52.0,1/9/2022,1.05,5.0
32818234,70.0,1/9/2022,1.74,2.0
32818787,83.0,1/9/2022,2.04,3.0
32819339,9.0,1/9/2022,0.22,2.0
32819891,16.0,1/9/2022,0.44,4.0
32820444,56.0,1/9/2022,1.44,3.0
32820996,33.0,1/9/2022,0.98,4.0
32821548,2.0,1/9/2022,0.66,4.0
32822101,17.0,1/9/2022,0.46,2.0
32822653,1.0,1/9/2022,0.54,3.0
32823205,66.0,1/9/2022,1.93,5.0
32823757,70.0,1/9/2022,2.05,2.0
32824310,46.0,1/9/2022,1.35,3.0
32824862,215.0,1/9/2022,7.6,5.0
32825414,17.0,1/9/2022,0.52,2.0
32825967,47.0,1/9/2022,1.47,3.0
32826519,41.0,1/9/2022,1.3,3.0
32827071,16.0,1/9/2022,1.52,4.0
32827624,22.0,1/9/2022,0.7,5.0
32828176,56.0,1/9/2022,1.79,5.0
32828728,27.0,1/9/2022,0.87,5.0
32829280,3.0,1/9/2022,0.1,2.0
32829833,15.0,1/9/2022,0.52,3.0
32830385,43.0,1/9/2022,1.51,4.0
32830937,65.0,1/9/2022,2.33,4.0
32831490,2.0,1/9/2022,0.07,5.0
32832042,15.0,1/9/2022,0.56,3.0
32832594,39.0,1/9/2022,1.81,3.0
32833147,4.0,1/9/2022,1.07,4.0
32833699,2.0,1/9/2022,0.08,5.0
32834251,6.0,1/9/2022,0.93,3.0
32834803,24.0,1/9/2022,0.98,2.0
32835356,49.0,1/9/2022,1.98,3.0
32835908,23.0,1/9/2022,1.12,2.0
32836460,102.0,1/9/2022,4.86,3.0
32837013,9.0,1/9/2022,0.63,4.0
32837565,2.0,1/9/2022,0.38,4.0
32838117,23.0,1/9/2022,1.4,5.0
32838670,2.0,1/9/2022,0.13,4.0
32839222,42.0,1/9/2022,2.9,5.0
32839774,27.0,1/9/2022,1.86,5.0
32840326,4.0,1/9/2022,0.3,4.0
32840879,41.0,1/9/2022,3.04,4.0
32841431,36.0,1/9/2022,2.66,4.0
32841983,2.0,1/9/2022,0.32,4.0
32842536,11.0,1/9/2022,0.8,4.0
32843088,16.0,1/9/2022,1.32,4.0
32843640,7.0,1/9/2022,0.68,4.0
32844193,31.0,1/9/2022,2.63,5.0
32844745,40.0,1/9/2022,3.42,2.0
32845297,13.0,1/9/2022,1.18,3.0
32845849,4.0,1/9/2022,0.48,3.0
32846402,19.0,1/9/2022,2.08,5.0
32846954,26.0,1/9/2022,2.91,2.0
32847506,5.0,1/9/2022,0.77,5.0
32848059,11.0,1/9/2022,1.34,2.0
32848611,14.0,1/9/2022,2.15,3.0
32849163,4.0,1/9/2022,0.52,3.0
32849716,3.0,1/9/2022,0.39,2.0
32850268,28.0,1/9/2022,3.57,2.0
32850820,2.0,1/9/2022,0.35,4.0
32851372,6.0,1/9/2022,0.74,2.0
32851925,1.0,1/9/2022,0.54,2.0
32852477,8.0,1/9/2022,1.28,3.0
32853029,4.0,1/9/2022,0.78,3.0
32853582,4.0,1/9/2022,0.7,3.0
32854134,16.0,1/9/2022,2.58,4.0
32854686,9.0,1/9/2022,1.59,2.0
32855239,8.0,1/9/2022,2.33,2.0
32855791,3.0,1/9/2022,0.71,2.0
32856343,10.0,1/9/2022,3.19,5.0
32856895,1.0,1/9/2022,0.54,4.0
32857448,8.0,1/9/2022,2.16,5.0
32858000,1.0,1/9/2022,0.54,2.0
32858552,8.0,1/9/2022,2.45,2.0
32859105,2.0,1/9/2022,1.05,2.0
32859657,3.0,1/9/2022,0.98,5.0
32860209,2.0,1/9/2022,0.97,4.0
32860762,277.0,1/8/2022,1.95,5.0
32861314,153.0,1/8/2022,1.25,5.0
