pricing_id,room_id,price,service_fee,effective_from
35559,20640019,215 ,43 ,2026-01-25
35560,20640572,83 ,17 ,2026-01-25
35561,20641124,1182 ,236 ,2026-01-25
35562,20641676,167 ,33 ,2026-01-25
35563,20642229,494 ,99 ,2026-01-25
35564,20642781,437 ,87 ,2026-01-25
35565,20643333,50 ,10 ,2026-01-25
35566,20643886,177 ,35 ,2026-01-25
35567,20644438,617 ,123 ,2026-01-25
35568,20644990,1003 ,201 ,2026-01-25
35569,20645542,394 ,79 ,2026-01-25
35570,20646095,916 ,183 ,2026-01-25
35571,20646647,274 ,55 ,2026-01-25
35572,20647199,727 ,145 ,2026-01-25
35573,20647752,658 ,132 ,2026-01-25
35574,20648304,310 ,62 ,2026-01-25
35575,20648856,714 ,143 ,2026-01-25
35576,20649409,1006 ,201 ,2026-01-25
35577,20649961,573 ,115 ,2026-01-25
35578,20650513,937 ,187 ,2026-01-25
35579,20651065,528 ,106 ,2026-01-25
35580,20651618,375 ,75 ,2026-01-25
35581,20652170,164 ,33 ,2026-01-25
35582,20652722,218 ,44 ,2026-01-25
35583,20653275,737 ,147 ,2026-01-25
35584,20653827,161 ,32 ,2026-01-25
35585,20654379,934 ,187 ,2026-01-25
35586,20654932,697 ,139 ,2026-01-25
35587,20655484,213 ,43 ,2026-01-25
35588,20656036,287 ,57 ,2026-01-25
35589,20656588,150 ,30 ,2026-01-25
35590,20657141,1023 ,205 ,2026-01-25
35591,20657693,860 ,172 ,2026-01-25
35592,20658245,998 ,200 ,2026-01-25
35593,20658798,495 ,99 ,2026-01-25
35594,20659350,821 ,164 ,2026-01-25
35595,20659902,636 ,127 ,2026-01-25
35596,20660455,522 ,104 ,2026-01-25
35597,20661007,152 ,30 ,2026-01-25
35598,20661559,483 ,97 ,2026-01-25
35599,20662111,108 ,22 ,2026-01-25
35600,20662664,593 ,119 ,2026-01-25
35601,20663216,288 ,58 ,2026-01-25
35602,20663768,939 ,188 ,2026-01-25
35603,20664321,640 ,128 ,2026-01-25
35604,20664873,709 ,142 ,2026-01-25
35605,20665425,905 ,181 ,2026-01-25
35606,20665978,874 ,175 ,2026-01-25
35607,20666530,859 ,172 ,2026-01-25
35608,20667082,570 ,114 ,2026-01-25
35609,20667634,1078 ,216 ,2026-01-25
35610,20668187,373 ,75 ,2026-01-25
35611,20668739,268 ,54 ,2026-01-25
35612,20669291,939 ,188 ,2026-01-25
35613,20669844,127 ,25 ,2026-01-25
35614,20670396,860 ,172 ,2026-01-25
35615,20670948,198 ,40 ,2026-01-25
35616,20671501,1059 ,212 ,2026-01-25
35617,20672053,675 ,135 ,2026-01-25
35618,20672605,292 ,58 ,2026-01-25
35619,20673157,794 ,159 ,2026-01-25
35620,20673710,746 ,149 ,2026-01-25
35621,20674262,1012 ,202 ,2026-01-25
35622,20674814,169 ,34 ,2026-01-25
35623,20675367,866 ,173 ,2026-01-25
35624,20675919,859 ,172 ,2026-01-25
35625,20676471,407 ,81 ,2026-01-25
35626,20677024,980 ,196 ,2026-01-25
35627,20677576,329 ,66 ,2026-01-25
35628,20678128,287 ,57 ,2026-01-25
35629,20678680,603 ,121 ,2026-01-25
35630,20679233,73 ,15 ,2026-01-25
35631,20679785,1151 ,230 ,2026-01-25
35632,20680337,197 ,39 ,2026-01-25
35633,20680890,113 ,23 ,2026-01-25
35634,20681442,992 ,198 ,2026-01-25
35635,20681994,1070 ,214 ,2026-01-25
35636,20682547,722 ,144 ,2026-01-25
35637,20683099,265 ,53 ,2026-01-25
35638,20683651,323 ,65 ,2026-01-25
35639,20684203,1041 ,208 ,2026-01-25
35640,20684756,468 ,94 ,2026-01-25
35641,20685308,676 ,135 ,2026-01-25
35642,20685860,880 ,176 ,2026-01-25
35643,20686413,869 ,174 ,2026-01-25
35644,20686965,906 ,181 ,2026-01-25
35645,20687517,410 ,82 ,2026-01-25
35646,20688070,753 ,151 ,2026-01-25
35647,20688622,557 ,111 ,2026-01-25
35648,20689174,201 ,40 ,2026-01-25
35649,20689726,598 ,120 ,2026-01-25
35650,20690279,712 ,142 ,2026-01-25
35651,20690831,987 ,197 ,2026-01-25
35652,20691383,866 ,173 ,2026-01-25
35653,20691936,551 ,110 ,2026-01-25
35654,20692488,837 ,167 ,2026-01-25
35655,20693040,681 ,136 ,2026-01-25
35656,20693593,381 ,76 ,2026-01-25
35657,20694145,282 ,56 ,2026-01-25
35658,20694697,603 ,121 ,2026-01-25
35659,20695249,54 ,11 ,2026-01-25
35660,20695802,847 ,169 ,2026-01-25
35661,20696354,620 ,124 ,2026-01-25
35662,20696906,313 ,63 ,2026-01-25
35663,20697459,548 ,110 ,2026-01-25
35664,20698011,590 ,118 ,2026-01-25
35665,20698563,452 ,90 ,2026-01-25
35666,20699116,1129 ,226 ,2026-01-25
35667,20699668,412 ,82 ,2026-01-25
35668,20700220,227 ,45 ,2026-01-25
35669,20700772,1143 ,229 ,2026-01-25
35670,20701325,628 ,126 ,2026-01-25
35671,20701877,632 ,126 ,2026-01-25
35672,20702429,553 ,111 ,2026-01-25
35673,20702982,239 ,48 ,2026-01-25
35674,20703534,674 ,135 ,2026-01-25
35675,20704086,605 ,121 ,2026-01-25
35676,20704639,274 ,55 ,2026-01-25
35677,20705191,497 ,99 ,2026-01-25
35678,20705743,388 ,78 ,2026-01-25
35679,20706295,200 ,40 ,2026-01-25
35680,20706848,146 ,29 ,2026-01-25
35681,20707400,676 ,135 ,2026-01-25
35682,20707952,707 ,141 ,2026-01-25
35683,20708505,56 ,11 ,2026-01-25
35684,20709057,461 ,92 ,2026-01-25
35685,20709609,457 ,91 ,2026-01-25
35686,20710162,134 ,27 ,2026-01-25
35687,20710714,834 ,167 ,2026-01-25
35688,20711266,1114 ,223 ,2026-01-25
35689,20711818,99 ,20 ,2026-01-25
35690,20712371,535 ,107 ,2026-01-25
35691,20712923,903 ,181 ,2026-01-25
35692,20713475,1086 ,217 ,2026-01-25
35693,20714028,682 ,136 ,2026-01-25
35694,20714580,257 ,51 ,2026-01-25
35695,20715132,191 ,38 ,2026-01-25
35696,20715685,284 ,57 ,2026-01-25
35697,20716237,96 ,19 ,2026-01-25
35698,20716789,896 ,179 ,2026-01-25
35699,20717341,647 ,129 ,2026-01-25
35700,20717894,215 ,43 ,2026-01-25
35701,20718446,357 ,71 ,2026-01-25
35702,20718998,350 ,70 ,2026-01-25
35703,20719551,63 ,13 ,2026-01-25
35704,20720103,295 ,59 ,2026-01-25
35705,20720655,781 ,156 ,2026-01-25
35706,20721208,84 ,17 ,2026-01-25
35707,20721760,209 ,42 ,2026-01-25
35708,20722312,282 ,56 ,2026-01-25
35709,20722864,561 ,112 ,2026-01-25
35710,20723417,89 ,18 ,2026-01-25
35711,20723969,597 ,119 ,2026-01-25
35712,20724521,1172 ,234 ,2026-01-25
35713,20725074,800 ,160 ,2026-01-25
35714,20725626,1144 ,229 ,2026-01-25
35715,20726178,325 ,65 ,2026-01-25
35716,20726731,94 ,19 ,2026-01-25
35717,20727283,351 ,70 ,2026-01-25
35718,20727835,897 ,179 ,2026-01-25
35719,20728387,677 ,135 ,2026-01-25
35720,20728940,1007 ,201 ,2026-01-25
35721,20729492,100 ,20 ,2026-01-25
35722,20730044,1187 ,237 ,2026-01-25
35723,20730597,1138 ,228 ,2026-01-25
35724,20731149,158 ,32 ,2026-01-25
35725,20731701,903 ,181 ,2026-01-25
35726,20732254,192 ,38 ,2026-01-25
35727,20732806,1067 ,213 ,2026-01-25
35728,20733358,912 ,182 ,2026-01-25
35729,20733910,286 ,57 ,2026-01-25
35730,20734463,273 ,55 ,2026-01-25
35731,20735015,986 ,197 ,2026-01-25
35732,20735567,1155 ,231 ,2026-01-25
35733,20736120,1011 ,202 ,2026-01-25
35734,20736672,1095 ,219 ,2026-01-25
35735,20737224,639 ,128 ,2026-01-25
35736,20737777,966 ,193 ,2026-01-25
35737,20738329,410 ,82 ,2026-01-25
35738,20738881,541 ,108 ,2026-01-25
35739,20739433,283 ,57 ,2026-01-25
35740,20739986,520 ,104 ,2026-01-25
35741,20740538,702 ,140 ,2026-01-25
35742,20741090,667 ,133 ,2026-01-25
35743,20741643,924 ,185 ,2026-01-25
35744,20742195,519 ,104 ,2026-01-25
35745,20742747,131 ,26 ,2026-01-25
35746,20743300,239 ,48 ,2026-01-25
35747,20743852,1101 ,220 ,2026-01-25
35748,20744404,1069 ,214 ,2026-01-25
35749,20744956,886 ,177 ,2026-01-25
35750,20745509,1051 ,210 ,2026-01-25
35751,20746061,1170 ,234 ,2026-01-25
35752,20746613,1040 ,208 ,2026-01-25
35753,20747166,235 ,47 ,2026-01-25
35754,20747718,133 ,27 ,2026-01-25
35755,20748270,386 ,77 ,2026-01-25
35756,20748823,184 ,37 ,2026-01-25
35757,20749375,606 ,121 ,2026-01-25
35758,20749927,286 ,57 ,2026-01-25
35759,20750479,520 ,104 ,2026-01-25
35760,20751032,1095 ,219 ,2026-01-25
35761,20751584,599 ,120 ,2026-01-25
35762,20752136,1115 ,223 ,2026-01-25
35763,20752689,840 ,168 ,2026-01-25
35764,20753241,943 ,189 ,2026-01-25
35765,20753793,191 ,38 ,2026-01-25
35766,20754346,888 ,178 ,2026-01-25
35767,20754898,260 ,52 ,2026-01-25
35768,20755450,746 ,149 ,2026-01-25
35769,20756002,771 ,154 ,2026-01-25
35770,20756555,499 ,100 ,2026-01-25
35771,20757107,251 ,50 ,2026-01-25
35772,20757659,571 ,114 ,2026-01-25
35773,20758212,966 ,193 ,2026-01-25
35774,20758764,417 ,83 ,2026-01-25
35775,20759316,1170 ,234 ,2026-01-25
35776,20759869,100 ,20 ,2026-01-25
35777,20760421,717 ,143 ,2026-01-25
35778,20760973,724 ,145 ,2026-01-25
35779,20761525,360 ,72 ,2026-01-25
35780,20762078,556 ,111 ,2026-01-25
35781,20762630,801 ,160 ,2026-01-25
35782,20763182,59 ,12 ,2026-01-25
35783,20763735,1020 ,204 ,2026-01-25
35784,20764287,183 ,37 ,2026-01-25
35785,20764839,549 ,110 ,2026-01-25
35786,20765392,253 ,51 ,2026-01-25
35787,20765944,308 ,62 ,2026-01-25
35788,20766496,1144 ,229 ,2026-01-25
35789,20767048,619 ,124 ,2026-01-25
35790,20767601,620 ,124 ,2026-01-25
35791,20768153,980 ,196 ,2026-01-25
35792,20768705,349 ,70 ,2026-01-25
35793,20769258,1076 ,215 ,2026-01-25
35794,20769810,433 ,87 ,2026-01-25
35795,20770362,773 ,155 ,2026-01-25
35796,20770915,290 ,58 ,2026-01-25
35797,20771467,529 ,106 ,2026-01-25
35798,20772019,840 ,168 ,2026-01-25
35799,20772571,764 ,153 ,2026-01-25
35800,20773124,1132 ,226 ,2026-01-25
35801,20773676,198 ,40 ,2026-01-25
35802,20774228,565 ,113 ,2026-01-25
35803,20774781,1044 ,209 ,2026-01-25
35804,20775333,282 ,56 ,2026-01-25
35805,20775885,539 ,108 ,2026-01-25
35806,20776438,104 ,21 ,2026-01-25
35807,20776990,935 ,187 ,2026-01-25
35808,20777542,363 ,73 ,2026-01-25
35809,20778094,376 ,75 ,2026-01-25
35810,20778647,819 ,164 ,2026-01-25
35811,20779199,659 ,132 ,2026-01-25
35812,20779751,664 ,133 ,2026-01-25
35813,20780304,672 ,134 ,2026-01-25
35814,20780856,1188 ,238 ,2026-01-25
35815,20781408,359 ,72 ,2026-01-25
35816,20781961,1093 ,219 ,2026-01-25
35817,20782513,217 ,43 ,2026-01-25
35818,20783065,255 ,51 ,2026-01-25
35819,20783617,556 ,111 ,2026-01-25
35820,20784170,1019 ,204 ,2026-01-25
35821,20784722,604 ,121 ,2026-01-25
35822,20785274,1087 ,217 ,2026-01-25
35823,20785827,364 ,73 ,2026-01-25
35824,20786379,1057 ,211 ,2026-01-25
35825,20786931,827 ,165 ,2026-01-25
35826,20787484,1177 ,235 ,2026-01-25
35827,20788036,225 ,45 ,2026-01-25
35828,20788588,616 ,123 ,2026-01-25
35829,20789140,136 ,27 ,2026-01-25
35830,20789693,1167 ,233 ,2026-01-25
35831,20790245,272 ,54 ,2026-01-25
35832,20790797,1198 ,240 ,2026-01-25
35833,20791350,756 ,151 ,2026-01-25
35834,20791902,218 ,44 ,2026-01-25
35835,20792454,992 ,198 ,2026-01-25
35836,20793007,879 ,176 ,2026-01-25
35837,20793559,58 ,12 ,2026-01-25
35838,20794111,1195 ,239 ,2026-01-25
35839,20794663,379 ,76 ,2026-01-25
35840,20795216,878 ,176 ,2026-01-25
35841,20795768,588 ,118 ,2026-01-25
35842,20796320,677 ,135 ,2026-01-25
35843,20796873,1070 ,214 ,2026-01-25
35844,20797425,835 ,167 ,2026-01-25
35845,20797977,868 ,174 ,2026-01-25
35846,20798530,532 ,106 ,2026-01-25
35847,20799082,761 ,152 ,2026-01-25
35848,20799634,269 ,54 ,2026-01-25
35849,20800186,632 ,126 ,2026-01-25
35850,20800739,1136 ,227 ,2026-01-25
35851,20801291,703 ,141 ,2026-01-25
35852,20801843,971 ,194 ,2026-01-25
35853,20802396,141 ,28 ,2026-01-25
35854,20802948,90 ,18 ,2026-01-25
35855,20803500,823 ,165 ,2026-01-25
35856,20804053,308 ,62 ,2026-01-25
35857,20804605,118 ,24 ,2026-01-25
35858,20805157,1075 ,215 ,2026-01-25
35859,20805709,736 ,147 ,2026-01-25
35860,20806262,802 ,160 ,2026-01-25
35861,20806814,241 ,48 ,2026-01-25
35862,20807366,809 ,162 ,2026-01-25
35863,20807919,934 ,187 ,2026-01-25
35864,20808471,891 ,178 ,2026-01-25
35865,20809023,917 ,183 ,2026-01-25
35866,20809576,972 ,194 ,2026-01-25
35867,20810128,624 ,125 ,2026-01-25
35868,20810680,318 ,64 ,2026-01-25
35869,20811232,555 ,111 ,2026-01-25
35870,20811785,293 ,59 ,2026-01-25
35871,20812337,1097 ,219 ,2026-01-25
35872,20812889,171 ,34 ,2026-01-25
35873,20813442,218 ,44 ,2026-01-25
35874,20813994,628 ,126 ,2026-01-25
35875,20814546,180 ,36 ,2026-01-25
35876,20815099,389 ,78 ,2026-01-25
35877,20815651,193 ,39 ,2026-01-25
35878,20816203,1197 ,239 ,2026-01-25
35879,20816755,1014 ,203 ,2026-01-25
35880,20817308,690 ,138 ,2026-01-25
35881,20817860,880 ,176 ,2026-01-25
35882,20818412,740 ,148 ,2026-01-25
35883,20818965,795 ,159 ,2026-01-25
35884,20819517,513 ,103 ,2026-01-25
35885,20820069,714 ,143 ,2026-01-25
35886,20820622,835 ,167 ,2026-01-25
35887,20821174,62 ,12 ,2026-01-25
35888,20821726,183 ,37 ,2026-01-25
35889,20822278,329 ,66 ,2026-01-25
35890,20822831,1150 ,230 ,2026-01-25
35891,20823383,962 ,192 ,2026-01-25
35892,20823935,960 ,192 ,2026-01-25
35893,20824488,470 ,94 ,2026-01-25
35894,20825040,795 ,159 ,2026-01-25
35895,20825592,447 ,89 ,2026-01-25
35896,20826145,1120 ,224 ,2026-01-25
35897,20826697,336 ,67 ,2026-01-25
35898,20827249,271 ,54 ,2026-01-25
35899,20827801,377 ,75 ,2026-01-25
35900,20828354,992 ,198 ,2026-01-25
35901,20828906,524 ,105 ,2026-01-25
35902,20829458,1190 ,238 ,2026-01-25
35903,20830011,817 ,163 ,2026-01-25
35904,20830563,292 ,58 ,2026-01-25
35905,20831115,1003 ,201 ,2026-01-25
35906,20831668,265 ,53 ,2026-01-25
35907,20832220,502 ,100 ,2026-01-25
35908,20832772,1152 ,230 ,2026-01-25
35909,20833324,587 ,117 ,2026-01-25
35910,20833877,903 ,181 ,2026-01-25
35911,20834429,87 ,17 ,2026-01-25
35912,20834981,495 ,99 ,2026-01-25
35913,20835534,217 ,43 ,2026-01-25
35914,20836086,736 ,147 ,2026-01-25
35915,20836638,594 ,119 ,2026-01-25
35916,20837191,223 ,45 ,2026-01-25
35917,20837743,733 ,147 ,2026-01-25
35918,20838295,317 ,63 ,2026-01-25
35919,20838847,488 ,98 ,2026-01-25
35920,20839400,248 ,50 ,2026-01-25
35921,20839952,721 ,144 ,2026-01-25
35922,20840504,748 ,150 ,2026-01-25
35923,20841057,397 ,79 ,2026-01-25
35924,20841609,366 ,73 ,2026-01-25
35925,20842161,988 ,198 ,2026-01-25
35926,20842714,927 ,185 ,2026-01-25
35927,20843266,1044 ,209 ,2026-01-25
35928,20843818,1115 ,223 ,2026-01-25
35929,20844370,1172 ,234 ,2026-01-25
35930,20844923,1197 ,239 ,2026-01-25
35931,20845475,232 ,46 ,2026-01-25
35932,20846027,947 ,189 ,2026-01-25
35933,20846580,206 ,41 ,2026-01-25
35934,20847132,213 ,43 ,2026-01-25
35935,20847684,1019 ,204 ,2026-01-25
35936,20848237,1107 ,221 ,2026-01-25
35937,20848789,384 ,77 ,2026-01-25
35938,20849341,637 ,127 ,2026-01-25
35939,20849893,868 ,174 ,2026-01-25
35940,20850446,83 ,17 ,2026-01-25
35941,20850998,138 ,28 ,2026-01-25
35942,20851550,960 ,192 ,2026-01-25
35943,20852103,531 ,106 ,2026-01-25
35944,20852655,953 ,191 ,2026-01-25
35945,20853207,568 ,114 ,2026-01-25
35946,20853760,115 ,23 ,2026-01-25
35947,20854312,157 ,31 ,2026-01-25
35948,20854864,1041 ,208 ,2026-01-25
35949,20855416,475 ,95 ,2026-01-25
35950,20855969,725 ,145 ,2026-01-25
35951,20856521,149 ,30 ,2026-01-25
35952,20857073,988 ,198 ,2026-01-25
35953,20857626,299 ,60 ,2026-01-25
35954,20858178,867 ,173 ,2026-01-25
35955,20858730,68 ,14 ,2026-01-25
35956,20859283,416 ,83 ,2026-01-25
35957,20859835,64 ,13 ,2026-01-25
35958,20860387,240 ,48 ,2026-01-25
35959,20860939,1150 ,230 ,2026-01-25
35960,20861492,214 ,43 ,2026-01-25
35961,20862044,323 ,65 ,2026-01-25
35962,20862596,138 ,28 ,2026-01-25
35963,20863149,521 ,104 ,2026-01-25
35964,20863701,478 ,96 ,2026-01-25
35965,20864253,250 ,50 ,2026-01-25
35966,20864806,861 ,172 ,2026-01-25
35967,20865358,290 ,58 ,2026-01-25
35968,20865910,1101 ,220 ,2026-01-25
35969,20866462,372 ,74 ,2026-01-25
35970,20867015,153 ,31 ,2026-01-25
35971,20867567,766 ,153 ,2026-01-25
35972,20868119,531 ,106 ,2026-01-25
35973,20868672,964 ,193 ,2026-01-25
35974,20869224,966 ,193 ,2026-01-25
35975,20869776,1117 ,223 ,2026-01-25
35976,20870329,102 ,20 ,2026-01-25
35977,20870881,529 ,106 ,2026-01-25
35978,20871433,146 ,29 ,2026-01-25
35979,20871985,971 ,194 ,2026-01-25
35980,20872538,813 ,163 ,2026-01-25
35981,20873090,929 ,186 ,2026-01-25
35982,20873642,1157 ,231 ,2026-01-25
35983,20874195,583 ,117 ,2026-01-25
35984,20874747,104 ,21 ,2026-01-25
35985,20875299,910 ,182 ,2026-01-25
35986,20875852,1128 ,226 ,2026-01-25
35987,20876404,78 ,16 ,2026-01-25
35988,20876956,1087 ,217 ,2026-01-25
35989,20877508,998 ,200 ,2026-01-25
35990,20878061,1057 ,211 ,2026-01-25
35991,20878613,806 ,161 ,2026-01-25
35992,20879165,692 ,138 ,2026-01-25
35993,20879718,63 ,13 ,2026-01-25
35994,20880270,999 ,200 ,2026-01-25
35995,20880822,965 ,193 ,2026-01-25
35996,20881375,312 ,62 ,2026-01-25
35997,20881927,700 ,140 ,2026-01-25
35998,20882479,208 ,42 ,2026-01-25
35999,20883031,933 ,187 ,2026-01-25
36000,20883584,159 ,32 ,2026-01-25
36001,20884136,941 ,188 ,2026-01-25
36002,20884688,59 ,12 ,2026-01-25
36003,20885241,1134 ,227 ,2026-01-25
36004,20885793,713 ,143 ,2026-01-25
36005,20886345,247 ,49 ,2026-01-25
36006,20886898,725 ,145 ,2026-01-25
36007,20887450,169 ,34 ,2026-01-25
36008,20888002,981 ,196 ,2026-01-25
36009,20888554,630 ,126 ,2026-01-25
36010,20889107,713 ,143 ,2026-01-25
36011,20889659,587 ,117 ,2026-01-25
36012,20890211,413 ,83 ,2026-01-25
36013,20890764,884 ,177 ,2026-01-25
36014,20891316,801 ,160 ,2026-01-25
36015,20891868,417 ,83 ,2026-01-25
36016,20892421,113 ,23 ,2026-01-25
36017,20892973,245 ,49 ,2026-01-25
36018,20893525,544 ,109 ,2026-01-25
36019,20894077,992 ,198 ,2026-01-25
36020,20894630,255 ,51 ,2026-01-25
36021,20895182,133 ,27 ,2026-01-25
36022,20895734,930 ,186 ,2026-01-25
36023,20896287,180 ,36 ,2026-01-25
36024,20896839,536 ,107 ,2026-01-25
36025,20897391,311 ,62 ,2026-01-25
36026,20897944,218 ,44 ,2026-01-25
36027,20898496,1035 ,207 ,2026-01-25
36028,20899048,545 ,109 ,2026-01-25
36029,20899600,254 ,51 ,2026-01-25
36030,20900153,878 ,176 ,2026-01-25
36031,20900705,82 ,16 ,2026-01-25
36032,20901257,1038 ,208 ,2026-01-25
36033,20901810,574 ,115 ,2026-01-25
36034,20902362,627 ,125 ,2026-01-25
36035,20902914,76 ,15 ,2026-01-25
36036,20903467,952 ,190 ,2026-01-25
36037,20904019,960 ,192 ,2026-01-25
36038,20904571,497 ,99 ,2026-01-25
36039,20905123,96 ,19 ,2026-01-25
36040,20905676,1141 ,228 ,2026-01-25
36041,20906228,655 ,131 ,2026-01-25
36042,20906780,767 ,153 ,2026-01-25
36043,20907333,783 ,157 ,2026-01-25
36044,20907885,1115 ,223 ,2026-01-25
36045,20908437,1089 ,218 ,2026-01-25
36046,20908990,1199 ,240 ,2026-01-25
36047,20909542,405 ,81 ,2026-01-25
36048,20910094,467 ,93 ,2026-01-25
36049,20910646,277 ,55 ,2026-01-25
36050,20911199,179 ,36 ,2026-01-25
36051,20911751,1047 ,209 ,2026-01-25
36052,20912303,413 ,83 ,2026-01-25
36053,20912856,1015 ,203 ,2026-01-25
36054,20913408,1094 ,219 ,2026-01-25
36055,20913960,986 ,197 ,2026-01-25
36056,20914513,191 ,38 ,2026-01-25
36057,20915065,250 ,50 ,2026-01-25
36058,20915617,1115 ,223 ,2026-01-25
36059,20916169,642 ,128 ,2026-01-25
36060,20916722,916 ,183 ,2026-01-25
36061,20917274,1132 ,226 ,2026-01-25
36062,20917826,885 ,177 ,2026-01-25
36063,20918379,1099 ,220 ,2026-01-25
36064,20918931,454 ,91 ,2026-01-25
36065,20919483,990 ,198 ,2026-01-25
36066,20920036,109 ,22 ,2026-01-25
36067,20920588,1048 ,210 ,2026-01-25
36068,20921140,298 ,60 ,2026-01-25
36069,20921692,701 ,140 ,2026-01-25
36070,20922245,741 ,148 ,2026-01-25
36071,20922797,885 ,177 ,2026-01-25
36072,20923349,72 ,14 ,2026-01-25
36073,20923902,895 ,179 ,2026-01-25
36074,20924454,833 ,167 ,2026-01-25
36075,20925006,984 ,197 ,2026-01-25
36076,20925559,994 ,199 ,2026-01-25
36077,20926111,184 ,37 ,2026-01-25
36078,20926663,905 ,181 ,2026-01-25
36079,20927215,603 ,121 ,2026-01-25
36080,20927768,275 ,55 ,2026-01-25
36081,20928320,548 ,110 ,2026-01-25
36082,20928872,150 ,30 ,2026-01-25
36083,20929425,120 ,24 ,2026-01-25
36084,20929977,1048 ,210 ,2026-01-25
36085,20930529,775 ,155 ,2026-01-25
36086,20931082,296 ,59 ,2026-01-25
36087,20931634,379 ,76 ,2026-01-25
36088,20932186,389 ,78 ,2026-01-25
36089,20932738,1155 ,231 ,2026-01-25
36090,20933291,1129 ,226 ,2026-01-25
36091,20933843,761 ,152 ,2026-01-25
36092,20934395,726 ,145 ,2026-01-25
36093,20934948,480 ,96 ,2026-01-25
36094,20935500,1031 ,206 ,2026-01-25
36095,20936052,113 ,23 ,2026-01-25
36096,20936605,354 ,71 ,2026-01-25
36097,20937157,916 ,183 ,2026-01-25
36098,20937709,449 ,90 ,2026-01-25
36099,20938261,1052 ,210 ,2026-01-25
36100,20938814,717 ,143 ,2026-01-25
36101,20939366,916 ,183 ,2026-01-25
36102,20939918,749 ,150 ,2026-01-25
36103,20940471,510 ,102 ,2026-01-25
36104,20941023,892 ,178 ,2026-01-25
36105,20941575,224 ,45 ,2026-01-25
36106,20942128,782 ,156 ,2026-01-25
36107,20942680,198 ,40 ,2026-01-25
36108,20943232,835 ,167 ,2026-01-25
36109,20943784,625 ,125 ,2026-01-25
36110,20944337,488 ,98 ,2026-01-25
36111,20944889,483 ,97 ,2026-01-25
36112,20945441,1144 ,229 ,2026-01-25
36113,20945994,870 ,174 ,2026-01-25
36114,20946546,910 ,182 ,2026-01-25
36115,20947098,472 ,94 ,2026-01-25
36116,20947651,893 ,179 ,2026-01-25
36117,20948203,757 ,151 ,2026-01-25
36118,20948755,584 ,117 ,2026-01-25
36119,20949307,339 ,68 ,2026-01-25
36120,20949860,586 ,117 ,2026-01-25
36121,20950412,604 ,121 ,2026-01-25
36122,20950964,856 ,171 ,2026-01-25
36123,20951517,319 ,64 ,2026-01-25
36124,20952069,311 ,62 ,2026-01-25
36125,20952621,335 ,67 ,2026-01-25
36126,20953174,802 ,160 ,2026-01-25
36127,20953726,637 ,127 ,2026-01-25
36128,20954278,1021 ,204 ,2026-01-25
36129,20954830,853 ,171 ,2026-01-25
36130,20955383,459 ,92 ,2026-01-25
36131,20955935,387 ,77 ,2026-01-25
36132,20956487,668 ,134 ,2026-01-25
36133,20957040,451 ,90 ,2026-01-25
36134,20957592,793 ,159 ,2026-01-25
36135,20958144,1043 ,209 ,2026-01-25
36136,20958697,1189 ,238 ,2026-01-25
36137,20959249,350 ,70 ,2026-01-25
36138,20959801,89 ,18 ,2026-01-25
36139,20960353,482 ,96 ,2026-01-25
36140,20960906,1174 ,235 ,2026-01-25
36141,20961458,974 ,195 ,2026-01-25
36142,20962010,842 ,168 ,2026-01-25
36143,20962563,879 ,176 ,2026-01-25
36144,20963115,439 ,88 ,2026-01-25
36145,20963667,935 ,187 ,2026-01-25
36146,20964220,68 ,14 ,2026-01-25
36147,20964772,809 ,162 ,2026-01-25
36148,20965324,149 ,30 ,2026-01-25
36149,20965876,174 ,35 ,2026-01-25
36150,20966429,672 ,134 ,2026-01-25
36151,20966981,503 ,101 ,2026-01-25
36152,20967533,1038 ,208 ,2026-01-25
36153,20968086,522 ,104 ,2026-01-25
36154,20968638,966 ,193 ,2026-01-25
36155,20969190,581 ,116 ,2026-01-25
36156,20969743,799 ,160 ,2026-01-25
36157,20970295,1175 ,235 ,2026-01-25
36158,20970847,429 ,86 ,2026-01-25
36159,20971399,1001 ,200 ,2026-01-25
36160,20971952,433 ,87 ,2026-01-25
36161,20972504,624 ,125 ,2026-01-25
36162,20973056,1154 ,231 ,2026-01-25
36163,20973609,370 ,74 ,2026-01-25
36164,20974161,502 ,100 ,2026-01-25
36165,20974713,958 ,192 ,2026-01-25
36166,20975266,234 ,47 ,2026-01-25
36167,20975818,324 ,65 ,2026-01-25
36168,20976370,264 ,53 ,2026-01-25
36169,20976922,131 ,26 ,2026-01-25
36170,20977475,466 ,93 ,2026-01-25
36171,20978027,458 ,92 ,2026-01-25
36172,20978579,453 ,91 ,2026-01-25
36173,20979132,1081 ,216 ,2026-01-25
36174,20979684,354 ,71 ,2026-01-25
36175,20980236,1097 ,219 ,2026-01-25
36176,20980789,361 ,72 ,2026-01-25
36177,20981341,181 ,36 ,2026-01-25
36178,20981893,627 ,125 ,2026-01-25
36179,20982445,520 ,104 ,2026-01-25
36180,20982998,1129 ,226 ,2026-01-25
36181,20983550,334 ,67 ,2026-01-25
36182,20984102,1075 ,215 ,2026-01-25
36183,20984655,151 ,30 ,2026-01-25
36184,20985207,1007 ,201 ,2026-01-25
36185,20985759,1057 ,211 ,2026-01-25
36186,20986312,1002 ,200 ,2026-01-25
36187,20986864,1084 ,217 ,2026-01-25
36188,20987416,172 ,34 ,2026-01-25
